tweet_id,mentioned_candidate_AI,associated_word_AI,tone_AI,perceived_judgement_AI,polarity_AI,is_spam
tweet_id:1885692012781015147,,,Neutral,Unsure,0.0,True
tweet_id:1885691025517383879,,Siraulo,Contempt,Opposedto,-0.8,False
tweet_id:1885690169367666794,heidi mendoza,,Neutral,InFavor,0.5,False
tweet_id:1885690169367666794,teodoro casiño,,Neutral,InFavor,0.5,False
tweet_id:1885690169367666794,luke espiritu,,Neutral,InFavor,0.5,False
tweet_id:1885690169367666794,france castro,,Neutral,InFavor,0.5,False
tweet_id:1885690169367666794,jimmy bondoc,,Contempt,Opposedto,-0.6,False
tweet_id:1885690169367666794,ronald dela rosa,Kasuka,Disgust,Opposedto,-0.8,False
tweet_id:1885688735800738135,vic rodriguez,refuses,Anger,Opposedto,-0.8,False
tweet_id:1885688735800738135,,,Anger,InFavor,-0.5,False
tweet_id:1885688139718754625,danilo ramos,Good,Enjoyment,InFavor,0.8,False
tweet_id:1885687782468935890,heidi mendoza,proud,Enjoyment,InFavor,0.8,False
tweet_id:1885687328884281405,leody de guzman,controversial,Contempt,Opposedto,-0.5,False
tweet_id:1885687328884281405,,failures,Disgust,Opposedto,-0.7,False
tweet_id:1885685766346752066,duterte youth,,Anger,Opposedto,-0.8,False
tweet_id:1885684310793220564,bong revilla,diverting,Contempt,Opposedto,-0.5,False
tweet_id:1885682637475643689,,,Anger,Opposedto,-0.8,False
tweet_id:1885682637475643689,,Ninakaw,Anger,Opposedto,-0.9,False
tweet_id:1885682637475643689,,Ninakaw,Anger,Opposedto,-0.9,False
tweet_id:1885682592529424808,heidi mendoza,,Neutral,InFavor,0.5,False
tweet_id:1885682367995785591,,,Anger,Opposedto,-0.8,False
tweet_id:1885682367995785591,bong go,,Neutral,Unsure,0.0,False
tweet_id:1885680736721879082,leody de guzman,,Neutral,Unsure,0.0,False
tweet_id:1885679474731368634,duterte youth,bangayang,Disgust,Opposedto,-0.8,False
tweet_id:1885679474731368634,imee marcos,bangayang,Disgust,Opposedto,-0.8,False
tweet_id:1885678525488980027,,,Anger,Opposedto,-1.0,True
tweet_id:1885678067076792359,,,Neutral,Unsure,0.0,True
tweet_id:1885675768375914570,,,Contempt,Unsure,-0.5,False
tweet_id:1885670394402853036,heidi mendoza,Former,Neutral,InFavor,0.5,False
tweet_id:1885621612801638726,,,Neutral,Unsure,0.0,True
tweet_id:1885596198612197767,,,Neutral,Unsure,0.0,True
tweet_id:1885595578073309479,,,Neutral,Unsure,0.0,True
tweet_id:1885543113432981887,,,Neutral,Unsure,0.5,True
tweet_id:1885510605626642820,heidi mendoza,Former,Neutral,InFavor,0.5,False
tweet_id:1885420217075171552,,,Neutral,Unsure,0.0,True
tweet_id:1885312768158687679,,,Contempt,Opposedto,-0.8,False
tweet_id:1885306941582328042,tito sotto,embarrassing,Contempt,Opposedto,-0.8,False
tweet_id:1885306941582328042,duterte youth,Tuta,Anger,Opposedto,-0.9,False
tweet_id:1885302446454661293,,ProChina,Contempt,Opposedto,-0.8,False
tweet_id:1885302446454661293,,Beijing,Contempt,Opposedto,-0.8,False
tweet_id:1885296987576426878,tito sotto,pushes,Neutral,InFavor,0.5,False
tweet_id:1885274326930513992,duterte youth,,Neutral,InFavor,0.5,False
tweet_id:1885157206070616095,heidi mendoza,Salamat,Enjoyment,InFavor,0.8,False
tweet_id:1885131199037006112,apollo quiboloy,Forever,Enjoyment,InFavor,0.8,False
tweet_id:1885131199037006112,duterte youth,Forever,Enjoyment,InFavor,0.8,False
tweet_id:1885015086861099044,heidi mendoza,Former,Enjoyment,InFavor,0.8,False
tweet_id:1884878699461521441,duterte youth,,Contempt,Opposedto,-0.5,False
tweet_id:1884878699461521441,,,Neutral,Unsure,0.0,False
tweet_id:1884806930721325433,,POGO,Contempt,Opposedto,-0.5,False
tweet_id:1884806930721325433,bong go,,Neutral,Unsure,0.0,False
tweet_id:1884801807534448804,bbm,popularity,Neutral,Unsure,0.0,False
tweet_id:1884779977759178927,duterte youth,narrative,Contempt,Opposedto,-0.8,False
tweet_id:1884779977759178927,,Pangulo,Contempt,Opposedto,-0.8,False
tweet_id:1884766098417127701,,,Neutral,Unsure,0.0,True
tweet_id:1884763838580670946,,,Neutral,Unsure,0.0,True
tweet_id:1884603237841715302,kiko pangilinan,,Neutral,Unsure,0.0,True
tweet_id:1884588887022174361,,,Contempt,Opposedto,-0.8,False
tweet_id:1884586808761299412,,,Anger,Opposedto,-0.8,False
tweet_id:1884586808761299412,bayan muna,ProChina,Anger,Opposedto,-0.9,False
tweet_id:1884541652032979213,kiko pangilinan,saysay,Enjoyment,InFavor,0.8,False
tweet_id:1884541652032979213,bam aquino,saysay,Enjoyment,InFavor,0.8,False
tweet_id:1884471122827305377,heidi mendoza,Tapat,Neutral,InFavor,0.5,False
tweet_id:1884274095057174847,,kakampi,Enjoyment,InFavor,0.8,False
tweet_id:1884274095057174847,,Hudas,Anger,Opposedto,-0.9,False
tweet_id:1884190539383517208,abigail binay,worse,Contempt,Opposedto,-0.8,False
tweet_id:1884190539383517208,,better,Neutral,Unsure,0.2,False
tweet_id:1884190539383517208,ben tulfo,better,Neutral,InFavor,0.4,False
tweet_id:1884190539383517208,,worse,Contempt,Opposedto,-0.8,False
tweet_id:1884168989422805430,ben tulfo,win,Neutral,Unsure,0.0,False
tweet_id:1884168989422805430,,,Contempt,Opposedto,-0.5,True
tweet_id:1884060438482292754,,Tuta,Contempt,Opposedto,-0.8,False
tweet_id:1884054866353643721,,,Neutral,Unsure,0.0,True
tweet_id:1883694872269635890,,,Neutral,Unsure,0.0,False
tweet_id:1883630426876686434,,crucial,Neutral,InFavor,0.5,True
tweet_id:1883612129661726744,ronald dela rosa,warns,Anger,InFavor,0.5,False
tweet_id:1883408278450733151,,,Neutral,Unsure,0.0,True
tweet_id:1883364243002532051,,,Neutral,Unsure,0.0,True
tweet_id:1883188809120305553,heidi mendoza,,Neutral,InFavor,0.5,False
tweet_id:1883188809120305553,luke espiritu,,Neutral,InFavor,0.5,False
tweet_id:1883188809120305553,france castro,,Neutral,InFavor,0.5,False
tweet_id:1883188809120305553,sonny matula,,Neutral,InFavor,0.5,False
tweet_id:1883188809120305553,willie ong,,Neutral,InFavor,0.5,False
tweet_id:1883188809120305553,ariel querubin,,Neutral,InFavor,0.5,False
tweet_id:1883188809120305553,bam aquino,,Neutral,InFavor,0.5,False
tweet_id:1883188809120305553,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1882663370584637752,,,Neutral,Unsure,0.0,True
tweet_id:1882619205562114053,,,Neutral,Unsure,0.0,True
tweet_id:1882604230545940720,,,Neutral,Unsure,0.0,True
tweet_id:1882417925141012621,,,Disgust,Unsure,-0.5,False
tweet_id:1882417925141012621,bong go,ROTC,Anger,Opposedto,-0.8,False
tweet_id:1882385762651668511,,,Contempt,Opposedto,-0.8,False
tweet_id:1882348116952924254,bam aquino,,Enjoyment,InFavor,0.8,False
tweet_id:1882231779282899224,jimmy bondoc,abogado,Neutral,InFavor,0.5,False
tweet_id:1882008905255100710,,,Contempt,Opposedto,-0.8,False
tweet_id:1881654699805516099,duterte youth,propaganda,Contempt,Opposedto,-0.8,False
tweet_id:1881598580248674796,heidi mendoza,plans,Neutral,InFavor,0.5,False
tweet_id:1881343065744626063,,,Neutral,Unsure,0.5,False
tweet_id:1881280198001512711,imee marcos,,Contempt,Opposedto,-0.8,False
tweet_id:1881280198001512711,duterte youth,,Contempt,Opposedto,-0.8,False
tweet_id:1881203794757013956,duterte youth,regionalistic,Contempt,Opposedto,-0.8,False
tweet_id:1881203794757013956,,,Neutral,Unsure,0.0,False
tweet_id:1881203794757013956,imee marcos,dictator,Anger,Opposedto,-0.9,False
tweet_id:1881203794757013956,,,Neutral,InFavor,0.5,False
tweet_id:1881202693102043337,,harm,Anger,Opposedto,-0.8,False
tweet_id:1881202693102043337,,cheered,Enjoyment,InFavor,0.7,False
tweet_id:1881202693102043337,,cheered,Enjoyment,InFavor,0.7,False
tweet_id:1881011171882602819,,,Neutral,Unsure,0.0,True
tweet_id:1880835538015625397,bong go,China,Contempt,Opposedto,-0.8,False
tweet_id:1879855138090983688,,,Neutral,Unsure,0.0,True
tweet_id:1879800763880464567,france castro,kakandidatong,Neutral,InFavor,0.5,False
tweet_id:1879800763880464567,act teachers,,Neutral,InFavor,0.5,False
tweet_id:1879778515706614247,patrol,Pilipino,Neutral,InFavor,0.5,False
tweet_id:1879778295472083272,,,Contempt,Opposedto,-0.5,True
tweet_id:1879769511106347488,,,Contempt,Opposedto,-0.8,True
tweet_id:1879756717707202802,,,Neutral,Unsure,0.0,True
tweet_id:1879484423831167344,,,Neutral,Unsure,0.0,True
tweet_id:1879417009320108296,,,Neutral,Unsure,0.0,True
tweet_id:1879416650807881800,liza maza,serbisyo,Contempt,InFavor,0.5,False
tweet_id:1879416650807881800,imee marcos,karanasan,Contempt,Opposedto,-0.5,False
tweet_id:1879356696256217166,,,Neutral,Unsure,0.0,True
tweet_id:1879355191591645652,patrol,Pilipino,Neutral,InFavor,0.5,False
tweet_id:1879261514307453274,patrol,SIMULA,Enjoyment,InFavor,0.8,False
tweet_id:1879160491865743857,,,Neutral,Unsure,0.0,True
tweet_id:1879157863223853120,,,Neutral,InFavor,0.5,False
tweet_id:1879156906515747097,,,Neutral,Unsure,0.0,True
tweet_id:1879150220145222072,,,Neutral,Unsure,0.0,True
tweet_id:1879133767266431098,,,Neutral,Unsure,0.5,True
tweet_id:1879130570434974178,,,Anger,Unsure,0.2,True
tweet_id:1879125056225231216,,,Neutral,Unsure,0.0,True
tweet_id:1879112878806159395,,,Neutral,Unsure,0.0,True
tweet_id:1879108359284248869,,,Neutral,Unsure,0.0,True
tweet_id:1879085550440968524,,,Neutral,Unsure,0.0,True
tweet_id:1879075037044670583,,,Neutral,Unsure,0.5,True
tweet_id:1879059644242624757,,,Neutral,InFavor,0.5,False
tweet_id:1879058289310445866,,,Surprise,InFavor,0.5,False
tweet_id:1879058108972151010,,,Surprise,InFavor,0.5,False
tweet_id:1879054622108844165,,,Enjoyment,InFavor,0.8,True
tweet_id:1879054254738210964,,,Enjoyment,InFavor,0.8,False
tweet_id:1879053668978507866,,,Neutral,Unsure,0.0,True
tweet_id:1879053548941701515,,,Neutral,Unsure,0.0,True
tweet_id:1879052822635032686,,,Neutral,Unsure,0.0,True
tweet_id:1879052707950166091,,,Neutral,Unsure,0.0,True
tweet_id:1879052270081568921,,,Neutral,Unsure,0.5,False
tweet_id:1879051321984401786,,,Neutral,Unsure,0.0,True
tweet_id:1879051179285774498,,,Neutral,Unsure,0.0,True
tweet_id:1879050070747963643,,,Neutral,Unsure,0.0,True
tweet_id:1879045573137117503,,,Neutral,Unsure,0.0,True
tweet_id:1879037948819288561,,,Neutral,Unsure,0.0,True
tweet_id:1878963789078647123,,,Neutral,Unsure,0.0,False
tweet_id:1878692031264182499,ronald dela rosa,division,Neutral,InFavor,0.2,False
tweet_id:1878655914514972750,,,Contempt,Opposedto,-0.5,False
tweet_id:1878655914514972750,,rally,Neutral,Unsure,0.0,False
tweet_id:1878655914514972750,,rally,Contempt,Opposedto,-0.7,False
tweet_id:1878650582690566177,,,Neutral,Unsure,0.0,True
tweet_id:1878427592883425286,,,Neutral,Unsure,0.0,True
tweet_id:1878371865351377407,luke espiritu,lider-manggagawa,Enjoyment,InFavor,0.8,False
tweet_id:1878338271950045403,apollo quiboloy,duwag,Contempt,Opposedto,-0.8,False
tweet_id:1878215315441463609,,,Neutral,Unsure,0.0,True
tweet_id:1877883124702396733,,impeachment,Neutral,Unsure,0.0,False
tweet_id:1877719098391724495,kiko pangilinan,Manalo,Enjoyment,InFavor,0.8,False
tweet_id:1877719098391724495,bam aquino,Manalo,Enjoyment,InFavor,0.8,False
tweet_id:1877243983392330115,kiko pangilinan,Kikiko,Enjoyment,InFavor,0.8,False
tweet_id:1877243983392330115,bam aquino,,Enjoyment,InFavor,0.8,False
tweet_id:1877243983392330115,ml,,Enjoyment,InFavor,0.8,False
tweet_id:1876947351652208974,,,Neutral,Unsure,0.5,True
tweet_id:1876226977750999475,bong revilla,hindi,Disgust,Opposedto,-0.8,False
tweet_id:1876180663436718438,ben tulfo,breaker,Enjoyment,InFavor,0.8,False
tweet_id:1876169329315864977,bam aquino,kandidato,Neutral,InFavor,0.5,False
tweet_id:1876146322044268733,heidi mendoza,advocacy,Disgust,Opposedto,-0.5,False
tweet_id:1875556902412910917,tito sotto,,Neutral,Unsure,0.0,False
tweet_id:1875474754439934100,,,Neutral,Unsure,0.0,True
tweet_id:1875421905240621229,bam aquino,kandidato,Neutral,InFavor,0.5,False
tweet_id:1874479972167082263,,scammer,Anger,Opposedto,-0.8,False
tweet_id:1874479972167082263,,kawatan,Anger,Opposedto,-0.8,False
tweet_id:1873763656162480360,pia cayetano,trapo,Anger,Opposedto,-0.8,False
tweet_id:1873763656162480360,ronald dela rosa,trapo,Anger,Opposedto,-0.8,False
tweet_id:1873763656162480360,bong go,trapo,Anger,Opposedto,-0.8,False
tweet_id:1873763656162480360,lito lapid,trapo,Anger,Opposedto,-0.8,False
tweet_id:1873763656162480360,imee marcos,trapo,Anger,Opposedto,-0.8,False
tweet_id:1873763656162480360,bong revilla,trapo,Anger,Opposedto,-0.8,False
tweet_id:1873763656162480360,francis tolentino,trapo,Anger,Opposedto,-0.8,False
tweet_id:1873763656162480360,camille villar,trapo,Anger,Opposedto,-0.8,False
tweet_id:1872878704025845997,,,Neutral,Unsure,0.0,True
tweet_id:1871591985003511851,kiko pangilinan,,Enjoyment,InFavor,0.8,False
tweet_id:1871591985003511851,bam aquino,,Enjoyment,InFavor,0.8,False
tweet_id:1871591985003511851,ml,,Enjoyment,InFavor,0.8,False
tweet_id:1871197900132483279,,,Contempt,Opposedto,-0.8,True
tweet_id:1871014966976750035,apollo quiboloy,disqualify,Contempt,Opposedto,-0.8,False
tweet_id:1870777954458013991,,,Contempt,Opposedto,-0.5,False
tweet_id:1870761024124772834,ml,Liberal,Neutral,InFavor,0.5,False
tweet_id:1870761024124772834,akbayan,,Neutral,InFavor,0.5,False
tweet_id:1870761024124772834,magdalo,,Neutral,InFavor,0.5,False
tweet_id:1870756165984112980,apollo quiboloy,jailed,Contempt,Opposedto,-0.5,False
tweet_id:1870731277986680901,,,Neutral,Unsure,0.0,True
tweet_id:1869921088714747971,bong go,necessary,Enjoyment,InFavor,0.8,False
tweet_id:1869921088714747971,ronald dela rosa,necessary,Enjoyment,InFavor,0.8,False
tweet_id:1868713000347267252,kiko pangilinan,groufie,Contempt,Unsure,0.2,False
tweet_id:1868713000347267252,bbm,groufie,Contempt,Unsure,0.2,False
tweet_id:1868713000347267252,makabayan,,Neutral,InFavor,0.8,False
tweet_id:1868687356183949822,bbm,,Neutral,Unsure,0.0,False
tweet_id:1868687356183949822,,dinner,Neutral,Unsure,0.0,False
tweet_id:1868547987829621014,,,Contempt,Unsure,-0.5,False
tweet_id:1867464474044879257,apollo quiboloy,televangelist,Neutral,Unsure,0.0,False
tweet_id:1867372779043250566,,,Contempt,Opposedto,-0.8,True
tweet_id:1866377698756759585,,impeachment,Neutral,Unsure,0.0,False
tweet_id:1865954079245304074,,,Neutral,Unsure,0.0,True
tweet_id:1865951278729511042,,abandonado,Contempt,Opposedto,-0.8,True
tweet_id:1865711233300938914,,,Disgust,Opposedto,-0.5,True
tweet_id:1865320928550277317,,China,Contempt,Opposedto,-0.8,False
tweet_id:1864209939935449538,,,Neutral,Unsure,0.0,True
tweet_id:1862345576270241900,,,Neutral,Unsure,0.0,True
tweet_id:1862101002436125010,,,Contempt,Opposedto,-0.5,False
tweet_id:1860950294185890116,,tanga,Anger,Opposedto,-0.8,False
tweet_id:1860540243675680881,,,Disgust,Opposedto,-0.8,False
tweet_id:1859561301753856028,,,Neutral,Unsure,0.0,True
tweet_id:1859561048703176767,,,Neutral,Unsure,0.0,True
tweet_id:1858544522290229248,,matapobre,Anger,Opposedto,-1.0,False
tweet_id:1857200589756891232,,Panata,Neutral,Unsure,0.0,True
tweet_id:1856714971696275635,heidi mendoza,Tatak,Enjoyment,InFavor,0.8,False
tweet_id:1856696488539373967,,,Neutral,Unsure,0.0,True
tweet_id:1856666971275931789,,,Neutral,Unsure,0.5,True
tweet_id:1856647549584884085,,,Neutral,Unsure,0.0,True
tweet_id:1856638492341580085,panfilo lacson,,Anger,Opposedto,-0.8,False
tweet_id:1856638492341580085,tito sotto,Senate,Anger,Opposedto,-0.8,False
tweet_id:1856595371721666632,,,Neutral,Unsure,0.0,True
tweet_id:1856003963255980129,,,Neutral,Unsure,0.0,True
tweet_id:1855876957222932480,,,Neutral,Unsure,0.0,True
tweet_id:1855818083514175583,,,Neutral,Unsure,0.0,True
tweet_id:1855790680192549156,,,Neutral,Unsure,0.0,True
tweet_id:1855637628311502948,,issues,Disgust,Opposedto,-0.5,False
tweet_id:1855294029984076204,,drug,Anger,Opposedto,-0.8,False
tweet_id:1855147258586841573,,boogeyman,Neutral,Unsure,0.0,False
tweet_id:1854070290198016353,,paglulustay,Anger,Opposedto,-0.8,False
tweet_id:1854056327263449338,,,Contempt,Opposedto,-0.8,True
tweet_id:1854033006983532971,,,Neutral,InFavor,0.5,False
tweet_id:1854014493413855534,kiko pangilinan,,Neutral,Unsure,0.0,False
tweet_id:1854014493413855534,bam aquino,,Neutral,Unsure,0.0,False
tweet_id:1854014493413855534,ml,,Neutral,Unsure,0.0,False
tweet_id:1853803353144476132,act teachers,Tagumpay,Enjoyment,InFavor,0.8,False
tweet_id:1853659757988466740,,,Neutral,Unsure,0.0,True
tweet_id:1853446852269777190,,,Neutral,Unsure,0.0,True
tweet_id:1853322102033547728,kiko pangilinan,successfully,Neutral,InFavor,0.5,False
tweet_id:1852376193485476022,bam aquino,manalo,Enjoyment,InFavor,0.8,False
tweet_id:1852376193485476022,kiko pangilinan,manalo,Enjoyment,InFavor,0.8,False
tweet_id:1851793500104462512,heidi mendoza,kakampi,Enjoyment,InFavor,0.8,False
tweet_id:1851089132547691001,,,Neutral,Unsure,0.0,True
tweet_id:1851087150504427912,bam aquino,matitino,Enjoyment,InFavor,0.8,False
tweet_id:1851087150504427912,kiko pangilinan,matitino,Enjoyment,InFavor,0.8,False
tweet_id:1851066883124150520,kabataan,Tanglaw,Enjoyment,InFavor,0.8,False
tweet_id:1850909060918550776,,,Neutral,InFavor,0.5,False
tweet_id:1850907527527203184,bong go,iboto,Contempt,Opposedto,-0.8,False
tweet_id:1850907527527203184,francis tolentino,iboto,Contempt,Opposedto,-0.8,False
tweet_id:1850907527527203184,ronald dela rosa,iboto,Contempt,Opposedto,-0.8,False
tweet_id:1850855033409061205,,,Neutral,Unsure,0.0,True
tweet_id:1850815680104546613,bam aquino,solid,Neutral,InFavor,0.5,False
tweet_id:1850815680104546613,kiko pangilinan,solid,Neutral,InFavor,0.5,False
tweet_id:1850815680104546613,,kawawa,Sadness,InFavor,-0.5,False
tweet_id:1850789333760131123,,,Neutral,Unsure,0.0,True
tweet_id:1850768378757341395,kabataan,Tanglaw,Enjoyment,InFavor,0.8,False
tweet_id:1850457276345106442,,halalan,Anger,InFavor,0.5,False
tweet_id:1850412923967136137,,,Contempt,Opposedto,-0.5,False
tweet_id:1850380791337144543,vic rodriguez,donation,Neutral,InFavor,0.5,False
tweet_id:1850380791337144543,,donated,Neutral,InFavor,0.5,False
tweet_id:1850380791337144543,,,Neutral,Unsure,0.0,False
tweet_id:1850334981379547554,,,Contempt,Opposedto,-0.5,False
tweet_id:1850168925939790247,,,Enjoyment,Unsure,0.5,True
tweet_id:1850168925939790247,,,Neutral,Unsure,0.0,False
tweet_id:1850112724673450306,,lulumubog,Contempt,Opposedto,-0.8,False
tweet_id:1849754196565778857,,obese,Contempt,Opposedto,-0.5,False
tweet_id:1849483709982130188,,,Neutral,Unsure,0.0,True
tweet_id:1849077938437943387,,,Neutral,InFavor,0.5,False
tweet_id:1848987810390544582,,opponent,Neutral,Unsure,0.0,False
tweet_id:1848987810390544582,pba,,Neutral,Unsure,0.0,False
tweet_id:1848568062804693123,,,Neutral,Unsure,0.0,True
tweet_id:1848271917201146104,,,Neutral,Unsure,0.0,True
